subject_id,block_num,trial_num,block_type,goal_selected,subgoal_selected,action_outcome,alien_selected,key_selected,SH_progress,BR_progress,HO_progress,SH_progress_post,BR_progress_post,HO_progress_post,G_status,S_status,M_status,C_status,G_progress_SH,M_progress_SH,C_progress_SH,S_progress_SH,G_progress_BR,S_progress_BR,C_progress_BR,M_progress_BR,G_progress_HO,S_progress_HO,C_progress_HO,M_progress_HO,G_progress_post_SH,M_progress_post_SH,C_progress_post_SH,S_progress_post_SH,G_progress_post_BR,S_progress_post_BR,C_progress_post_BR,M_progress_post_BR,G_progress_post_HO,S_progress_post_HO,C_progress_post_HO,M_progress_post_HO,G_prob,S_prob,M_prob,C_prob,goal_rt,subgoal_rt,goal_onset_jitter,action_onset_jitter,trial_start_time,resource_status_onset_time,goal_progress_onset_time,goal_onset_time,goal_probe_end_time,action_onset_time,action_end_time,action_rt,outcome_onset_time,resource_stack_onset_time,trial_end_time,chosen_goal_value,chosen_goal_progress,chosen_goal_prob,chosen_goal_perseveration,SH_prob,HO_prob,BR_prob,SH_value,HO_value,BR_value,alt_goal_value,alt_goal_selected,alt_goal_progress,alt_goal_prob,goal_switch,goal_stay,chosen_subgoal_progress,chosen_subgoal_prob,alt_subgoal_prob,chosen_subgoal_value,alt_subgoal_value,alt_subgoal_selected,chosen_goal_delta,chosen_subgoal_delta,run_num
10,0,0,0,SH,G,1.0,G_1,4,0,0,0,1,1,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.3333333333333333,0.0,,,0.5,0.0,0.0,,,0.0,0.0,0.0,0.25,0.25,0.25,0.25,2.7055229998659343,1.017784500028938,2.3883422631,2.9339266261,,,63.012521099997684,66.46434270008467,69.1698656999506,72.43403190001845,73.45181640004739,1.017784500028938,74.37000890006311,74.73238699999638,74.99817180004902,0.14504376195309293,0.0,0.32071770992529625,0.33,0.32071770992529625,0.3664630965963219,0.3128191934783818,0.14504376195309293,0.6761528040617003,0.045718261444049994,0.6761528040617003,HO,0.0,0.3664630965963219,1.0,0.0,0.0,0.25,0.25,9.9718209096858,9.943721225484692,C,,,1
10,0,1,0,SH,G,1.0,G_1,4,1,1,0,2,2,0,1,0,0,0,0.3333333333333333,0.0,,,0.5,0.0,0.0,,,0.0,0.0,0.0,0.6666666666666666,0.0,,,1.0,0.0,0.0,,,0.0,0.0,0.0,0.5088547892567631,0.09238770631945051,0.3242194901284662,0.09240494427752402,2.2880933999549598,0.9491129999514669,0.8800132081,0.7582730852,,,75.9888335999567,77.9187531999778,80.20684659993276,81.30266569997184,82.2517786999233,0.9491129999514669,83.20052720000967,83.56365850009024,83.83294599992223,2.1451328912903156,0.16666666666666666,0.7544964792792256,0.425262129008609,0.7544964792792256,0.1242931328958881,0.12121038782488631,2.1451328912903156,0.31316408854822664,0.2131255440148982,0.31316408854822664,HO,0.0,0.1242931328958881,0.0,1.0,0.3333333333333333,0.6296403035168942,0.37035969648310585,9.985900515069133,9.901720096344285,M,,,1
10,0,2,0,SH,G,1.0,G_1,2,2,2,0,3,2,0,2,0,0,0,0.6666666666666666,0.0,,,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,,,0.0,0.0,0.0,0.5000649395722903,0.09465247319562797,0.3232108031249199,0.09369884025869435,1.2739480000454932,2.041074899956584,1.1350283067,2.6364766878,,,84.81882839999162,87.00586610008031,88.2798141001258,91.24862039997242,93.28969529992901,2.041074899956584,96.31017940002494,96.669781900011,96.93302999995649,1.4598819952821467,0.3333333333333333,0.7193608055568174,0.5069796711168406,0.7193608055568174,0.13016640181582134,0.1504727926273613,1.4598819952821467,0.09871033047092134,0.6761528040617003,0.6761528040617003,BR,0.3333333333333333,0.1504727926273613,0.0,1.0,0.6666666666666666,0.6262822725918205,0.37371772740817955,10.0,9.943721225484692,M,,,1
10,0,3,0,SH,M,1.0,M_1,2,3,2,0,4,2,1,3,0,0,0,1.0,0.0,,,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.3333333333333333,,,1.0,0.0,0.0,,,0.0,0.0,0.5,0.01,0.10081936611435821,0.7916774723230667,0.10137995660507867,1.392776499968022,0.9926179000176489,2.5854692842,1.5780911543,,,97.91837630001828,101.55802819994278,102.9508046999108,104.85818119999021,105.85079910000786,0.9926179000176489,109.13210449996404,109.49118110002019,109.74979729996994,4.63155793582496,0.5,0.849152823963902,0.5770784266003247,0.849152823963902,0.07038134390617751,0.08046583212992046,4.63155793582496,0.4601595121295549,0.9935307266054803,0.9935307266054803,BR,0.3333333333333333,0.08046583212992046,0.0,1.0,0.0,0.97,0.01,9.943721225484692,,C,,,1
10,0,4,0,SH,M,1.0,M_1,1,4,2,1,5,2,2,3,0,1,0,1.0,0.3333333333333333,,,1.0,0.0,0.0,,,0.0,0.0,0.5,1.0,0.6666666666666666,,,1.0,0.0,0.0,,,0.0,0.0,1.0,0.01,0.0447184166062964,0.9011933885969845,0.045310705155617734,1.227035699877888,0.853801199933514,2.7947617307,2.7807356892,,,110.74570680013858,114.5847774001304,115.8118131000083,118.92700850008987,119.78080970002338,0.853801199933514,120.45526250009425,120.82593000005,121.08522729994729,4.63155793582496,0.6666666666666666,0.8723622185742955,0.6372103810566289,0.8723622185742955,0.06129582657023683,0.06634195485546765,4.63155793582496,0.14504376195309293,0.4601595121295549,0.4601595121295549,BR,0.3333333333333333,0.06634195485546765,0.0,1.0,0.3333333333333333,0.97,0.01,9.9718209096858,,C,,,1
10,0,5,0,SH,M,1.0,M_1,2,5,2,2,6,2,2,3,0,2,0,1.0,0.6666666666666666,,,1.0,0.0,0.0,,,0.0,0.0,1.0,1.0,1.0,,,1.0,0.0,0.0,,,0.0,0.0,1.0,0.01,0.03071934970752339,0.9291920716408523,0.030370133263900735,1.006432400085032,0.9862971000839025,3.0135648293,2.8629043447,,,122.068050700007,126.13732960005291,127.14376200013794,130.34335709991865,131.32965420000255,0.9862971000839025,132.28580079996027,132.64398470008746,132.90164069994353,10.0,0.8333333333333334,0.9663741989332575,0.688792637001058,0.9663741989332575,0.017331880742227614,0.0162939203245149,10.0,0.31316408854822664,0.06717785867157539,0.31316408854822664,HO,0.3333333333333333,0.017331880742227614,0.0,1.0,0.6666666666666666,0.97,0.01,10.0,,S,,,1
10,0,6,0,SH,,,,,6,2,2,0,0,0,3,0,3,0,1.0,1.0,,,1.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,2.7695459055,,,,133.90164069994353,137.57118660544353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10,0,7,0,HO,C,1.0,C_1,4,0,0,0,0,1,1,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,,,0.0,0.3333333333333333,0.0,0.17440092264070645,0.2458025526134368,0.34762549587475466,0.2451887984218843,0.9297617999836802,1.6677602001000196,0.3691589959,2.1749328106,,,140.6804021000862,142.09500390011817,143.02476570010185,145.52297469996847,147.1907349000685,1.6677602001000196,149.4390265000984,149.81294149998575,150.07027320005,0.6761528040617003,0.0,0.12390886257763799,0.13148736219973886,0.725238439653355,0.12390886257763799,0.15085269776900703,1.4598819952821467,0.6761528040617003,1.4598819952821467,1.4598819952821467,SH,0.0,0.725238439653355,1.0,0.0,0.0,0.3269310517907237,0.33653447410463816,9.929701090727146,9.985900515069133,M,,,1
10,0,8,0,HO,C,0.0,C_1,1,0,1,1,0,1,1,0,0,0,1,0.0,0.0,,,0.0,0.0,1.0,,,0.0,0.3333333333333333,0.0,0.0,0.0,,,0.0,0.0,1.0,,,0.0,0.3333333333333333,0.0,0.2142677961236174,0.2102805319881496,0.22299511369501673,0.36715403231004595,0.9858012998010963,0.7962718999478966,0.6292546392,2.4095899092,,,151.0855527999811,152.77496640011668,153.76076769991778,156.492442100076,157.2887140000239,0.7962718999478966,160.87413550005294,161.2422839999199,161.50456140004098,1.4598819952821467,0.16666666666666666,0.6207023663344456,0.2549744710769564,0.22246977573689494,0.6207023663344456,0.15682785792865941,1.4598819952821467,1.4598819952821467,0.06717785867157539,1.4598819952821467,SH,0.0,0.22246977573689494,0.0,1.0,0.3333333333333333,0.617758465049713,0.19181485677797838,9.985900515069133,10.0,M,,,1
10,0,9,0,BR,G,1.0,G_1,3,0,1,1,1,2,1,0,0,0,1,0.0,0.0,,,0.0,0.0,1.0,,,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,,,0.5,0.0,1.0,,,0.0,0.3333333333333333,0.0,0.41298990585693507,0.32223758676044373,0.1688230970984052,0.12172926051020436,1.84376659989357,0.7768945000134408,2.6916622733,2.351343682,,,162.4911042000167,166.2350226000417,168.07878919993527,170.77571010007523,171.55260460008867,0.7768945000134408,174.00028560007922,174.34666160005145,174.60595110012218,0.31316408854822664,0.16666666666666666,0.1894964753905419,0.09675513814282741,0.25271373079519155,0.5577897938142665,0.1894964753905419,1.4598819952821467,0.0009743729341678501,0.31316408854822664,1.4598819952821467,SH,0.0,0.5577897938142665,1.0,0.0,0.0,0.5072373182472099,0.49276268175279003,9.985900515069133,9.929701090727146,S,,,1
